cntyfips,cntyname,tract,placenm,edplc1,edplc2,edplc3,edplc4,ecplc1,ecplc2,ecplc3,ecplc4,hsplc1,hsplc2,enplc1,enplc2,enplc3,enplc4,soplc1,soplc2
65,Riverside,6065044510,Desert Hot Springs city,86.05,25.04,60.42,8.89,171.4,1.23,24.41,0.1,89.58,0.23,81.74,64.27,0.22,4.67,71.48,79.03
65,Riverside,6065044515,Garnet CDP,86.05,25.04,60.42,8.89,173.9,2.44,24.88,0.1,86.56,0.32,84.92,21.38,0.24,4.71,73.39,86.19
65,Riverside,6065044516,Desert Hot Springs city,86.05,25.04,60.42,8.89,173.6,3.86,24.71,0.1,91.16,0.34,80.67,6.54,0.22,4.79,74.18,76.65
65,Riverside,6065044517,NA,86.05,25.04,59.62,8.89,169.8,3.42,25.1,0.11,97.04,0.31,85.71,0,0.17,4.42,90.35,80.4
65,Riverside,6065044518,Desert Hot Springs city,86.05,25.04,59.62,8.89,171,0.94,24.89,0.11,94.13,0.35,88.72,2.59,0.21,4.56,88.13,79.65
65,Riverside,6065044520,Thousand Palms CDP,86.07,25.65,53.91,8.84,1084.6,4.75,24.45,0.28,97.26,0.24,75,100,3.51,5.74,82.1,83.9
65,Riverside,6065044521,68,82.75,27.32,49.67,13.66,377.1,-2.84,61.17,0,93.66,0.33,59.09,59.94,0,4.47,87.8,90.97
65,Riverside,6065044522,NA,86.05,25.04,60.42,8.89,171.5,3.88,24.94,0.1,94.06,0.44,85.44,0,0.24,4.58,81.6,84.56
65,Riverside,6065044602,Palm Springs city,86.05,25.04,63.59,8.89,647.7,5.32,34.83,0.27,91.33,0.08,76.32,21.67,2.92,5.16,79.1,83.16
65,Riverside,6065044604,Palm Springs city,86.05,25.04,70.84,8.89,616.5,5.94,34.98,0.26,96.26,0.23,77.03,19.8,2.8,5.13,84.94,85.83
65,Riverside,6065044605,Palm Springs city,86.05,25.04,63.59,8.89,795.6,6.17,37.63,0.3,90.75,0.21,82.54,0,3.88,5,77.84,85.41
65,Riverside,6065044606,Palm Springs city,85.99,25.08,63.59,8.98,947.3,6.16,38.08,0.32,94.49,0.11,74.19,0,4.92,4.79,91.71,76.97
65,Riverside,6065044701,Palm Springs city,86.05,25.04,64.4,8.89,635.3,4.51,34.61,0.26,97.6,0.13,93.75,92.94,2.61,5.3,84.46,73.68
65,Riverside,6065044702,Cathedral City city,86.05,25.04,64.65,8.89,672.8,4.46,33.52,0.24,89.57,0.32,81.36,58.52,2.73,5.44,70.88,87.85
65,Riverside,6065044804,Palm Springs city,86.05,25.04,64.65,8.89,628.1,4.18,34.1,0.24,90.75,0.21,83.58,5.71,2.69,5.45,66.31,85.84
65,Riverside,6065044805,Palm Springs city,86.05,25.04,64.4,8.89,666.3,4.36,34.76,0.26,100,0.17,76.92,39.4,2.76,5.33,96.81,79.95
65,Riverside,6065044806,Palm Springs city,86.05,25.04,64.4,8.89,666.5,4.32,34.7,0.26,99.07,0.13,84,49.28,2.74,5.29,87.91,77.96
65,Riverside,6065044807,Palm Springs city,86.05,25.04,62.52,8.89,653.5,4.05,34.15,0.26,97.8,0.11,80,41.87,2.73,6.01,89.6,76.47
65,Riverside,6065044904,Cathedral City city,86.05,25.04,70.88,8.89,705.7,4.54,34.15,0.26,94.26,0.28,83.81,36.65,2.75,4.93,87.58,86.87
65,Riverside,6065044907,Cathedral City city,86.05,25.04,70.41,8.89,821,4.26,36.18,0.28,89.21,0.21,86.71,43.82,4.15,5.59,52.6,71.02
65,Riverside,6065044911,Palm Desert city,86.32,33.39,46.2,8.19,752.3,4.76,26.06,0.31,94.62,0.23,79.49,26.74,2.06,6.75,90.17,78.97
65,Riverside,6065044915,Cathedral City city,86.05,25.04,70.41,8.89,790.5,6.4,32.7,0.28,75.75,0.17,86.3,84.06,3.29,5.62,47.58,76.51
65,Riverside,6065044916,Cathedral City city,86.05,25.04,72.7,8.89,778.2,3.69,33.03,0.23,91.27,0.15,81.44,32.47,3.44,5.77,74.05,79.07
65,Riverside,6065044917,Rancho Mirage city,86.05,25.04,79.14,8.89,1001.8,2.37,29.32,0.27,100,0.17,85.71,4.97,4.1,6.01,96.25,77.91
65,Riverside,6065044918,Rancho Mirage city,86.23,30.6,67.37,8.43,1259.9,3.61,29.58,0.32,100,0.15,100,24.38,4.85,6.17,94.56,85.9
65,Riverside,6065044919,Palm Desert city,86.32,33.39,67.37,8.19,1292.7,3.58,28.8,0.34,100,0.19,100,34.45,4.93,6.34,91.21,84.14
65,Riverside,6065044921,Rancho Mirage city,86.05,25.04,73.51,8.89,918.5,2.1,29.81,0.2,96.47,0.1,94.12,38.16,3.87,5.97,92.66,77.09
65,Riverside,6065044922,Palm Desert city,86.19,29.48,47.85,8.52,1251.9,3.6,28.17,0.33,96.56,0.2,94.55,7.36,4.71,6.3,92.85,81.41
65,Riverside,6065044923,Cathedral City city,86.05,25.04,77.34,8.89,703.2,4.48,33.92,0.26,97.77,0.22,90.36,66.42,2.84,5.41,84.48,87.82
65,Riverside,6065044924,Cathedral City city,86.05,25.04,70.41,8.89,713.9,4.2,33.7,0.28,95.15,0.33,91,38.2,3.01,5.46,72.03,80.62
65,Riverside,6065044925,Cathedral City city,86.05,25.04,70.41,8.89,720.3,4.17,33.33,0.28,93.16,0.29,89.29,33.47,2.98,5.48,81.85,92.11
65,Riverside,6065044926,Cathedral City city,86.05,25.04,70.41,8.89,727.5,4.51,33.26,0.27,82.43,0.26,85.61,98.61,3.09,5.53,60.87,89.63
65,Riverside,6065044927,Palm Desert city,86.32,33.39,46.2,8.19,781.4,5.51,27.12,0.26,100,0.15,82.93,18.81,1.89,6.62,87.01,67.06
65,Riverside,6065044928,Palm Desert city,86.32,33.39,47.85,8.19,1142.8,3.82,29.04,0.36,100,0.19,100,5.01,4.12,6.57,94.76,82.18
65,Riverside,6065044929,Palm Desert city,86.32,33.39,67.37,8.19,1304.7,4.99,28.64,0.37,95,0.14,85.71,46.04,5.2,6.35,90.07,79.19
65,Riverside,6065044930,Palm Desert city,86.32,33.39,52.43,8.19,1272,5.21,28.22,0.39,97.55,0.23,82.86,0.68,4.98,6.44,89.38,72.69
65,Riverside,6065044931,Cathedral City city,86.05,25.04,70.41,8.89,727.3,3.68,34.48,0.25,88.19,0.23,87.5,73.2,3.06,5.62,70.67,73.13
65,Riverside,6065044932,Cathedral City city,86.05,25.04,70.41,8.89,611.5,3.66,30.23,0.23,98.44,0.29,80.82,43.62,1.73,5.58,89.71,92.52
65,Riverside,6065045e3,Cathedral City city,86.05,25.04,71.58,8.89,778.3,1.66,33.61,0.24,92.38,0.12,88.57,34.4,3.86,5.77,81.29,79.12
65,Riverside,6065045103,Rancho Mirage city,86.1,26.43,73.11,8.78,1162.8,2.21,30.25,0.34,99.75,0.1,81.48,46.27,4.82,6.04,90.11,88.28
65,Riverside,6065045108,Palm Desert city,86.32,33.39,52.43,8.19,1329.8,4.26,28.84,0.37,88.54,0.17,84.91,92.84,5.71,6.51,79.75,86.61
65,Riverside,6065045109,La Quinta city,86.32,33.39,44.99,8.19,688.8,6.36,27.29,0.3,94.71,0.3,84.88,0,1.32,7.07,92.18,88.98
65,Riverside,6065045110,La Quinta city,86.32,33.39,44.99,8.19,578.3,4.83,27.41,0.26,93.32,0.34,87.7,10.09,1.64,7.04,87.96,85.94
65,Riverside,6065045114,Palm Desert city,86.32,33.39,52.43,8.19,1310.1,2.94,30.73,0.4,100,0.23,71.43,0,5.5,6.59,91.92,87.67
65,Riverside,6065045115,Palm Desert city,86.32,33.39,52.43,8.19,1386.6,3.11,31.15,0.33,100,0.18,90.91,0,5.76,6.54,91.82,89.04
65,Riverside,6065045116,Palm Desert city,86.32,33.39,67.93,8.19,1486.9,2.89,30.81,0.38,98.09,0.15,94.44,44.57,6.02,6.44,92.98,78.23
65,Riverside,6065045117,Palm Desert city,86.32,33.39,52.43,8.19,1245.2,4.07,28.83,0.42,95.14,0.17,80.65,70.18,5,6.54,82.46,84.49
65,Riverside,6065045118,Palm Desert city,86.32,33.39,52.43,8.19,1382.3,3.36,29.31,0.35,89.52,0.11,85.92,54.09,5.75,6.39,72.46,80.67
65,Riverside,6065045119,Palm Desert city,86.32,33.39,52.43,8.19,1305.8,4.34,28.59,0.43,94.92,0.27,83.33,5.64,5.31,6.49,85.26,84.93
65,Riverside,6065045120,La Quinta city,86.32,33.39,44.99,8.19,528.1,3.59,26.61,0.28,96.4,0.18,83.33,84.7,1.88,7,86.26,80.63
65,Riverside,6065045121,La Quinta city,86.32,33.39,44.99,8.19,445.6,4.52,25.77,0.2,98.56,0.11,88.31,51.23,1.32,7.06,96.28,85.92
65,Riverside,6065045122,Indian Wells city,86.32,33.39,54.65,8.19,750.5,3.76,25.9,0.32,99.22,0.1,66.67,8.36,1.99,6.78,96.2,81.79
65,Riverside,6065045123,Indian Wells city,86.32,33.39,52.43,8.19,1098,3.88,28.99,0.36,100,0.15,72.73,11.84,4.01,6.64,92.2,90.19
65,Riverside,6065045124,Palm Desert city,86.29,32.58,67.93,8.26,1304.6,1.92,27.55,0.44,99.18,0.31,72.22,100,4.29,6.46,94.66,83.71
65,Riverside,6065045125,La Quinta city,86.32,33.39,44.99,8.19,774.1,5.09,26.4,0.29,100,0.14,95,15.73,1.95,6.93,93.29,86.74
65,Riverside,6065045207,Indio city,86.32,33.39,39,8.19,422.9,5.77,25.05,0.18,84.26,0.4,84.95,87.99,1.06,7.14,64.63,73.33
65,Riverside,6065045209,Indio city,86.32,33.39,44.31,8.19,454.4,8,25.27,0.2,89.02,0.2,84,28.1,1.16,7.07,65.86,73
65,Riverside,6065045212,Indio city,86.32,33.39,47.09,8.19,487.9,6.16,24.84,0.2,100,0.14,83.33,0,1.27,6.97,93.92,88.86
65,Riverside,6065045213,Indio city,86.32,33.39,41.3,8.19,466.2,6.74,24.52,0.19,93.71,0.34,88.7,18.14,1.17,7.05,81.75,75.49
65,Riverside,6065045214,Bermuda Dunes CDP,86.32,33.39,54.65,8.19,593.1,4.19,26.93,0.24,99.61,0.24,93.1,15.26,1.48,6.85,96.35,74.48
65,Riverside,6065045215,La Quinta city,86.32,33.39,54.65,8.19,526.8,4.41,27.03,0.21,98.35,0.32,90.18,23.6,1.31,6.94,93.85,93.94
65,Riverside,6065045216,Indio city,86.32,33.39,43.63,8.19,458.5,6.09,25.09,0.18,100,0.18,88.89,0,1.19,6.95,90.18,92.19
65,Riverside,6065045217,Indio city,86.32,33.39,38.41,8.19,496.3,7.04,24.58,0.2,88.57,0.33,83.89,0,1.2,7.03,68.68,81.88
65,Riverside,6065045222,Indio city,86.32,33.39,30.7,8.19,327.7,5.29,23.65,0.13,100,0.44,93.18,0,0.86,7.24,94.56,87.23
65,Riverside,6065045224,Indio city,82.66,30.79,41.73,6.59,424,7.14,25.73,0.18,96.81,0.25,81.62,60.84,1.09,7.12,86.97,90.47
65,Riverside,6065045226,Coachella city,78.46,27.8,33.58,4.76,431.8,7.89,27.16,0.13,92.98,0.35,87.34,20.62,0.89,7.29,64.14,88.14
65,Riverside,6065045228,Indio city,86.32,33.39,44.06,8.19,341.6,5.41,22.79,0.09,98.26,0.39,90.7,100,0.61,6.66,87.72,78.82
65,Riverside,6065045233,Bermuda Dunes CDP,86.32,33.39,53.26,8.19,622.1,2.51,27.47,0.24,98.17,0.15,94.7,19.94,1.69,6.77,80.14,76.45
65,Riverside,6065045302,Indio city,86.32,33.39,36.26,8.19,429,7.71,25.39,0.17,84.95,0.34,83.69,53.2,1.05,7.08,71.2,81.95
65,Riverside,6065045303,Indio city,86.32,33.39,36.26,8.19,403.6,5.51,25.32,0.14,71.93,0.3,76.36,82.89,0.89,7.16,67.42,73.23
65,Riverside,6065045304,Indio city,86.32,33.39,36.26,8.19,419.2,7.11,25.5,0.15,98.52,0.4,89.1,40.12,0.97,7.06,87.85,89.62
65,Riverside,6065045501,Indio city,86.32,33.39,36.45,8.19,444.4,6.9,26.88,0.17,84.17,0.22,79.41,71.59,1.01,7.19,68.05,74.42
65,Riverside,6065045502,Indio city,86.32,33.39,44.31,8.19,414.4,5.69,24.83,0.16,77.68,0.31,80.17,40.99,1,7.13,65.98,81.09
65,Riverside,6065045604,Mecca CDP,78.46,27.8,34.51,4.76,151.8,-50.33,14.97,0,79.17,0.29,76.12,98.54,0.35,7.16,37.81,91.01
65,Riverside,6065045605,Oasis CDP,78.46,27.8,35.2,4.76,393.9,2.49,19.48,0,81.36,0.5,72.1,100,0.27,7.54,39.21,89
65,Riverside,6065045606,La Quinta city,78.46,27.8,41.82,4.76,426,6.72,26.36,0.18,96.58,0.11,87.76,100,1,7.29,95.47,82.68
65,Riverside,6065045608,La Quinta city,79.86,28.79,52.79,5.37,350.5,6.73,25.79,0.15,100,0.16,83.33,0,1.45,7.31,95.45,92.28
65,Riverside,6065045609,NA,78.51,27.83,28.23,4.78,479.1,16.09,24.92,0.05,86.61,0.23,83.63,100,0.1,7.52,56.54,81.7
65,Riverside,6065045703,Coachella city,78.46,27.8,35.66,4.76,498.1,8.43,25.8,0.09,76.96,0.27,82.87,47.45,1.16,7.46,51.49,90.79
65,Riverside,6065045704,Coachella city,78.46,27.8,35.66,4.76,454,7.63,25.18,0.13,90.59,0.33,76.72,3.53,0.97,7.41,62.02,88.82
65,Riverside,6065045705,Coachella city,78.46,27.8,36.82,4.76,436.1,6.86,25.27,0.12,76.32,0.19,83.07,2.13,0.95,7.41,46.81,78.97
65,Riverside,6065045706,Coachella city,78.46,27.8,38.19,4.76,502.5,6.54,25.61,0.1,83.92,0.3,80.11,34.22,0.98,7.43,53.79,88.77
65,Riverside,6065045707,Coachella city,78.46,27.8,38.17,4.76,415,8.73,25.82,0.12,88.08,0.35,84.45,66.11,0.92,7.38,58.5,83.54
65,Riverside,6065045900,NA,75.59,14.39,31.61,11.78,598.4,-0.64,31.84,0.24,91.35,0.21,70.49,98.07,1.93,NA,76.99,88.84
65,Riverside,6065046101,Blythe city,75.59,14.39,31.61,11.78,519.8,-0.98,31.29,0.21,95.14,0.4,64.94,88.05,1.7,NA,85.91,83.72
65,Riverside,6065046102,Blythe city,75.59,14.39,31.61,11.78,538.8,-0.74,32.51,0.21,92.49,0.25,71.74,100,1.7,NA,90.24,80.22
65,Riverside,6065046103,Blythe city,75.59,14.39,31.61,11.78,531.4,-0.73,32.26,0.21,94.57,0.5,77.5,11.7,1.66,NA,93.06,86.02
65,Riverside,6065046200,Blythe city,75.59,14.39,31.61,11.78,530.9,-0.99,31.56,0.22,89.39,0.31,62.73,54.32,1.74,NA,81.45,86.75
65,Riverside,6065046401,Lakeland Village CDP,89.34,29.74,81.66,4.36,372.7,7.55,28.7,0.12,96.95,0.24,79.31,99.87,0.33,8.06,86.53,74
65,Riverside,6065046402,Lakeland Village CDP,89.1,28.72,77.99,4.46,324.2,7.17,28.84,0.12,91.66,0.25,79.86,0,0.29,8.67,85.19,72.48
65,Riverside,6065046403,NA,89.1,28.72,86.85,4.46,284.1,10.87,30.19,0.1,95.59,0.31,71.78,0,0.97,8.12,87.83,85.76
65,Riverside,6065046404,Wildomar city,89.1,28.72,71.16,4.46,302.9,9.23,30.63,0.11,91.28,0.34,78.92,28.01,0.74,8.23,82.04,83.59
65,Riverside,6065046405,Wildomar city,89.1,28.72,83.63,4.46,237.2,8.95,30.1,0.1,91.18,0.29,78.35,0,0.84,7.9,85.86,76.21
65,Riverside,6065046500,Riverside city,84.73,37.82,48.18,5.78,830,-0.54,42.86,0.22,95.29,0.15,90.32,67.47,1.85,12.22,82.8,43.99
65,Riverside,6065046601,Norco city,91.49,47.34,77.58,2.58,569.3,6.23,37.21,0.17,NA,NA,100,25.99,0.9,13.26,NA,NA
65,Riverside,6065046602,Norco city,91.49,47.34,77.58,2.58,577.4,6.57,37.32,0.17,98.17,0.23,83.15,37.78,0.91,13.17,89.6,90.34
65,Riverside,6065046700,Moreno Valley city,81.04,28.87,56.47,12.69,357.6,9.43,32.51,0.15,84.4,0.3,79.14,100,0.57,10.95,73.44,69.08
65,Riverside,6065046800,Moreno Valley city,79.73,27.84,40.64,13.18,336.6,12.15,29.97,0.12,92.99,0.39,81.14,66.2,0.59,10.42,84.58,92.48
65,Riverside,6065046900,Mesa Verde CDP,77.44,17.93,31.61,9.68,NA,NA,NA,0,91.83,0.5,75,83.09,0,NA,79.51,83.45
65,Riverside,6065047e3,Blythe city,75.59,14.39,31.61,11.78,523.5,0.5,31.07,0.22,93.47,0.22,70.83,100,1.73,NA,95.86,95.07
65,Riverside,6065047201,Desert Edge CDP,86.05,25.04,58.01,8.89,176.6,2.98,23.92,0.13,91.78,0.5,76,0,0.3,5.09,84.57,80.74
65,Riverside,6065047202,Sky Valley CDP,86.05,25.04,60.56,8.89,178,-22.09,15.33,0,94.3,0.42,85.71,100,0.45,5.52,91.22,88.9
65,Riverside,6065047900,Coro city,91.49,47.34,75.3,2.58,679.6,7.25,35.21,0.22,98.84,0.29,91.89,0,1.31,12.12,91.32,94.55
65,Riverside,6065048100,Coro city,91.49,47.34,75.3,2.58,567.2,7.47,35.16,0.2,98.96,0.24,89.68,28.23,1.64,11.98,95.48,86.77
65,Riverside,6065048200,Coro city,91.49,47.34,76.73,2.58,671.7,6.03,38.81,0.2,95.53,0.3,85.98,0,1.01,12.86,89.85,92.67
65,Riverside,6065048300,Moreno Valley city,90.28,36.03,43.81,9.36,359,12.97,30.37,0.08,96.89,0.3,84,44,0.48,10,81.96,83.14
65,Riverside,6065048700,Moreno Valley city,79.73,27.84,63.35,13.18,269,14.84,30.49,0.09,89.69,0.34,87.6,38.22,0.45,9.96,85.68,79.48
65,Riverside,6065048800,Moreno Valley city,90.28,36.03,46.26,9.36,368.2,12.49,29.32,0.1,88.89,0.31,87.33,26.87,0.48,10.09,80.16,82.94
65,Riverside,6065048901,Moreno Valley city,79.73,27.84,55.35,13.18,365.2,11.82,27.36,0.11,64.6,0.39,81.89,0,0.55,10.21,87.3,89.31
65,Riverside,6065048902,Moreno Valley city,83.36,30.66,57.24,11.86,381.5,13.4,29.32,0.11,78.74,0.36,84.11,88.27,0.54,10.3,82.17,67.78
65,Riverside,6065049e3,Moreno Valley city,85.81,32.56,49.21,10.98,357.5,15.52,30.89,0.09,92.09,0.38,90.08,6.62,0.37,9.73,90.06,84.39
65,Riverside,6065049100,Indio city,82.94,30.99,39.18,6.71,436.1,6.54,26.45,0.17,92.65,0.28,82.14,11.81,0.98,7.22,82.35,83.11
65,Riverside,6065049400,Indio city,86.32,33.39,52.51,8.19,538,4.75,25.44,0.19,88.73,0.14,90,100,1.37,6.8,81.3,87.25
65,Riverside,6065049500,Indio city,86.32,33.39,26.14,8.19,430.8,7.97,26.81,0.15,85.18,0.23,77.02,28.02,0.93,7.22,56.6,83.53
65,Riverside,6065049600,Temecula city,93.9,56.8,60.37,5.1,673.9,8.2,33.82,0.27,94.82,0.21,89.29,66.2,1.79,6.75,86.3,84.19
65,Riverside,6065049700,Murrieta city,93.53,47.78,64.67,2.54,417.7,7.83,32.96,0.21,99.14,0.27,86.16,17.81,1.78,7.2,96.11,88.4
65,Riverside,6065049800,Murrieta city,93.56,47.94,64.11,2.53,740.7,8.02,35.42,0.32,94.19,0.26,77.88,70.56,2.14,6.98,92.4,81.68
65,Riverside,6065050300,Murrieta city,93.56,47.94,50.46,2.53,514,13.14,32.01,0.24,98.16,0.31,80.98,5.24,1.49,6.87,92.05,85.13
65,Riverside,6065050400,Murrieta city,93.56,47.94,51.95,2.53,486,9.91,32.77,0.26,97.01,0.27,81.52,34.57,1.63,7.1,91.47,85.92
65,Riverside,6065050500,Murrieta city,93.58,48.38,60.72,2.66,667.5,7.73,34.78,0.27,95.02,0.23,78.87,39.81,1.74,6.8,92.77,77.35
65,Riverside,6065050600,Murrieta city,93.3,46.82,64.67,2.64,479.7,14.3,34.19,0.19,100,0.23,87.27,56.59,1.83,7.28,94.17,80
65,Riverside,6065050700,Murrieta city,84.28,27.58,55.7,8.05,249.5,6.78,31.79,0.13,97.45,0.34,85.14,5.23,0.89,7.04,91.94,66.22
65,Riverside,6065050900,Riverside city,84.22,36.79,62.83,6.54,700.9,-1.18,41.08,0.19,95.03,0.27,85.16,0,1.31,11.65,93.09,75.57
65,Riverside,6065051100,Moreno Valley city,87.27,33.7,48.42,10.45,361.5,13.16,29.16,0.1,94.6,0.29,89.12,56.93,0.48,10.05,85.08,76.97
65,Riverside,6065051200,NA,93.71,51.85,51.81,3.67,1101.9,7.24,35,0.45,95.92,0.06,76,100,2.72,6.87,83.13,79.78
65,Riverside,6065051300,San Jacinto city,82.18,26.75,39.5,8.45,388.1,2.96,26.79,0.15,97.04,0.39,82.47,18.94,1.28,6.38,83.13,88
65,Riverside,6065051400,Desert Palms CDP,86.32,33.39,46.2,8.19,640.5,6.31,25.83,0.16,99.44,0.16,100,13.8,1.2,6.6,96.78,94.81
65,Riverside,6065940100,NA,75.59,14.39,31.61,11.78,NA,NA,NA,0,100,0.28,NA,0,0,NA,100,94.59
65,Riverside,6065940400,Coachella city,79.46,28.51,36.21,5.19,411.7,8.39,26.96,0.12,84.68,0.34,81.43,57.56,0.88,7.33,57.3,88.3
65,Riverside,6065940500,Palm Springs city,86.05,25.04,64.4,8.89,807.2,3.66,36.17,0.31,100,0.09,88.89,0,3.56,5.38,95.67,84.93
65,Riverside,6065940600,Rancho Mirage city,86.05,25.04,73.51,8.89,761.7,3.85,34.25,0.23,99.44,0.21,95.24,15.07,3.39,5.67,92.77,83.42
65,Riverside,6065940700,Palm Springs city,86.05,25.04,62.52,8.89,629.9,4.3,34.5,0.25,97.6,0.17,91.3,77.69,2.58,5.38,90.72,75.73
65,Riverside,6065940800,Palm Springs city,86.05,25.04,64.4,8.89,730.1,4.3,34.87,0.28,99.88,0.19,83.33,9.88,2.99,5.38,94.36,83.3
65,Riverside,6065940900,Cathedral City city,86.05,25.04,82.98,8.89,849.7,3.96,31.93,0.24,99.18,0.47,62.5,35.82,3.64,5.85,95.47,82.59
65,Riverside,6065941e3,Palm Springs city,86.05,25.04,65.13,8.89,718,4.04,33.69,0.28,99.28,0.33,75,63.99,3.26,5.59,87.41,80.84
65,Riverside,6065941100,Cathedral City city,86.05,25.04,70.89,8.89,793.7,4.5,33.05,0.31,99.91,0.5,75,55.6,3.34,5.69,90.78,89.3
65,Riverside,6065941200,Palm Springs city,86.05,25.04,69.77,8.89,642.1,4.62,34.66,0.26,98,0.2,83.33,100,2.67,5.29,91.73,86.06
65,Riverside,6065941300,Palm Springs city,86.05,25.04,63.59,8.89,702.7,6.1,35.58,0.31,98.58,0.18,82.35,9.73,3.28,5.09,92.98,83.55
65,Riverside,6065941400,Palm Springs city,86.05,25.04,64.4,8.89,688.6,5.09,35.12,0.26,94.01,0.15,90.74,49.35,2.86,5.24,82.17,70.77
65,Riverside,6065941500,Valle Vista CDP,80.28,21.73,76.43,10.52,334.7,6.37,27.26,0.09,96.72,0.43,78.02,1.11,1.7,5.59,96.62,86.26
65,Riverside,6065980004,Riverside city,83.62,35.6,43.59,7.42,746.5,-1.69,40.34,0.23,NA,NA,NA,0,1.87,11.8,NA,NA
65,Riverside,6065981e3,Blythe city,75.59,14.39,31.61,11.78,304.6,9.09,89.3,0,NA,NA,NA,0,0,NA,NA,NA
67,Sacramento,6067000100,Sacramento city,83.82,44.75,14.22,6.75,1323.1,2.56,54.98,0.3,97.37,0.24,96.43,16.31,2.57,9.22,97.67,87.62
67,Sacramento,6067000200,Sacramento city,83.82,44.75,10.75,6.75,1314.9,2.52,55.18,0.31,99.55,0.21,95,72.12,2.55,9.22,98.89,80.78
67,Sacramento,6067000300,Sacramento city,83.82,44.75,12.27,6.75,1340.5,2.55,55.02,0.32,100,0.21,90.36,57.67,2.55,9.16,94.66,87.11
67,Sacramento,6067000400,Sacramento city,83.82,44.75,12.27,6.75,1380.5,2.45,55.39,0.32,100,0.14,83.33,56.72,2.65,9.11,92.71,73.05
67,Sacramento,6067000500,Sacramento city,83.82,44.75,30.22,6.75,1439.4,2.42,55.93,0.32,93.13,0.13,78.57,30.27,2.78,9.05,91.32,54.91
67,Sacramento,6067000600,Sacramento city,83.82,44.75,33.57,6.75,1458.6,2.5,55.47,0.34,97.47,0.06,66.67,62,2.89,9.01,96.75,73.2
67,Sacramento,6067000700,Sacramento city,83.82,44.75,33.57,6.75,1505.8,2.13,56.18,0.34,NA,NA,100,0,2.8,8.99,NA,NA
67,Sacramento,6067000800,Sacramento city,83.82,44.75,40.14,6.75,1485.9,1.9,56.73,0.35,100,0.15,81.82,93.14,2.76,9.01,88.85,65.81
67,Sacramento,6067001101,Sacramento city,83.82,44.75,30.22,6.75,1407.9,2.22,55.51,0.32,99.27,0.1,73.68,80.02,2.76,9.05,97.24,70.67
67,Sacramento,6067001200,Sacramento city,83.82,44.75,30.22,6.75,1373.8,2.1,55.42,0.31,97.15,0.17,84.62,100,2.66,9.09,96.75,63.06
67,Sacramento,6067001300,Sacramento city,83.82,44.75,11.91,6.75,1345.3,2.42,55.69,0.29,99.17,0.11,83.33,100,2.59,9.15,94.16,61.27
67,Sacramento,6067001400,Sacramento city,83.82,44.75,12.27,6.75,1371.8,2.42,55.52,0.31,99.49,0.09,82.61,100,2.63,9.13,96.28,71.55
67,Sacramento,6067001500,Sacramento city,83.82,44.75,12.27,6.75,1318.9,2.25,55.09,0.3,99.35,0.14,91.21,46.5,2.56,9.2,96.37,82.81
67,Sacramento,6067001600,Sacramento city,83.82,44.75,14.13,6.75,1373.4,2.48,54.43,0.34,98.14,0.22,93.13,72.54,2.65,9.28,98.13,81.5
67,Sacramento,6067001700,Sacramento city,83.82,44.75,25.2,6.75,1356.2,2.58,54.49,0.28,99.47,0.17,92.16,40.25,2.58,9.31,93.95,75.45
67,Sacramento,6067001800,Sacramento city,83.82,44.75,14.2,6.75,1324,2.79,54.41,0.31,97.12,0.2,71.27,88.25,2.57,9.24,92,75.19
67,Sacramento,6067001900,Sacramento city,83.82,44.75,31.39,6.75,1301,1.91,54.95,0.3,98.13,0.12,82.35,100,2.54,9.17,91.4,63.89
67,Sacramento,6067002e3,Sacramento city,83.82,44.75,37.59,6.75,1362.6,2.24,55.6,0.3,100,0.11,74.51,85.88,2.66,9.11,87.38,70.79
67,Sacramento,6067002100,Sacramento city,83.82,44.75,40.14,6.75,1430.5,1.95,56.56,0.32,94.5,0.11,65.45,74.12,2.66,9.03,79.48,66.33
67,Sacramento,6067002200,Sacramento city,83.82,44.75,40.14,6.75,1319.5,1.55,58.52,0.28,94.6,0.07,75,0.26,2.59,9.07,96.1,79.58
67,Sacramento,6067002300,Sacramento city,83.82,44.75,40.14,6.75,1342.1,2.24,55.72,0.31,98.97,0.22,91.57,74.15,2.66,9.13,97.91,91.16
67,Sacramento,6067002400,Sacramento city,83.82,44.75,28.45,6.75,1259.5,2,57.33,0.29,99.47,0.2,93.41,43.38,2.45,9.17,98.48,87.67
67,Sacramento,6067002500,Sacramento city,83.82,44.75,14.2,6.75,1274.1,2.21,54.34,0.31,100,0.22,96.77,73.92,2.51,9.22,98.3,94.99
67,Sacramento,6067002600,Sacramento city,83.82,44.75,14.2,6.75,1303.9,2.09,55.03,0.31,100,0.16,86.89,96.2,2.58,9.18,91.4,77.52
67,Sacramento,6067002700,Sacramento city,83.82,44.75,14.2,6.75,1292.5,2.53,54.06,0.3,92.56,0.18,63.96,75.08,2.53,9.25,89.05,77.01
67,Sacramento,6067002800,Sacramento city,83.82,44.75,15.57,6.75,1323.2,2.49,53.79,0.31,88.99,0.28,73.91,74.85,2.55,9.3,89.34,72.54
67,Sacramento,6067002900,Sacramento city,83.82,44.75,29.16,6.75,1345.9,2.4,54.56,0.28,98.07,0.22,85.19,57.66,2.5,9.37,92.31,81.86
